Date,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,
449.00,-0.00,-0.00,0.02,-0.01,0.01,-0.02,-0.01,0.02,0.01,0.01,0.02,-0.03,0.02,-0.01,0.01,-0.00,-0.01,-0.02,0.01,-0.01,0.01,-0.02,0.00,0.02,-0.01,0.00,0.01,0.01,0.01,-0.04,-0.01,0.00,-0.00,-0.01,-0.01,0.00,-0.01,-0.03,0.01,0.00,0.01,0.00,-0.02,0.00,0.00,-0.00,0.02,0.02,0.00,0.01,-0.02,-0.00,0.01,0.02,-0.01,0.03,-0.01,
450.00,-0.02,-0.01,-0.00,0.00,0.01,-0.01,-0.01,0.01,0.01,-0.01,0.01,-0.02,0.00,-0.02,-0.00,0.01,-0.01,-0.02,-0.01,-0.01,0.02,-0.01,0.00,0.01,0.01,0.01,0.02,-0.00,-0.00,-0.04,-0.01,0.00,-0.02,-0.02,-0.02,-0.01,-0.01,-0.03,0.03,0.00,-0.00,0.00,-0.02,-0.00,-0.02,-0.01,0.02,0.00,0.00,0.01,-0.02,-0.01,-0.00,0.01,-0.01,0.02,0.00,
451.00,-0.01,-0.04,-0.02,0.01,0.01,0.01,-0.02,0.02,0.01,-0.03,0.00,0.01,-0.01,-0.03,-0.01,0.01,-0.01,-0.02,-0.01,-0.01,0.01,-0.02,0.01,0.00,-0.00,0.00,0.01,0.00,0.00,-0.03,0.02,0.02,-0.00,-0.02,-0.02,-0.01,-0.01,-0.01,0.04,0.01,-0.01,0.01,0.00,-0.01,-0.01,-0.01,-0.01,0.02,0.02,0.02,-0.02,-0.02,0.00,-0.00,-0.03,0.02,0.00,
452.00,-0.01,-0.05,-0.03,0.03,0.01,0.00,0.00,0.00,0.01,-0.02,0.00,0.01,-0.01,-0.03,-0.02,0.00,-0.02,-0.01,0.00,-0.02,-0.00,-0.00,-0.00,-0.02,0.00,-0.01,0.01,0.01,-0.00,-0.02,0.01,0.01,-0.01,-0.01,-0.00,-0.01,-0.00,-0.03,0.04,0.01,-0.00,0.00,0.00,-0.02,-0.01,-0.03,-0.01,0.03,0.02,0.00,-0.01,-0.02,0.00,-0.01,-0.03,0.02,0.01,
453.00,0.01,-0.03,-0.03,0.04,0.01,-0.01,-0.00,0.00,-0.00,-0.02,-0.00,0.01,0.00,-0.02,0.00,-0.01,-0.02,-0.01,0.01,-0.01,-0.02,-0.01,-0.01,-0.02,0.02,-0.01,0.01,0.04,-0.01,-0.01,0.03,0.01,-0.02,-0.01,0.01,-0.01,0.01,-0.03,0.02,0.02,-0.00,-0.01,0.00,-0.02,-0.01,-0.02,-0.01,0.04,0.01,0.01,0.00,-0.01,0.00,-0.01,-0.01,0.02,0.01,
454.00,0.01,-0.03,-0.02,0.04,0.00,0.00,-0.00,-0.00,-0.01,-0.02,0.01,0.03,0.00,-0.00,0.00,-0.02,-0.04,-0.01,0.01,0.00,-0.02,-0.04,-0.00,-0.03,0.01,0.01,0.00,0.03,-0.02,0.01,0.03,0.01,-0.03,-0.01,0.02,0.01,0.01,-0.01,0.02,0.02,-0.02,0.00,-0.00,-0.00,-0.03,-0.01,-0.02,0.04,0.00,-0.01,0.01,-0.01,0.00,-0.02,-0.01,0.03,0.01,
455.00,0.01,-0.00,-0.01,0.03,0.00,0.01,0.01,-0.00,-0.01,-0.01,0.01,0.03,-0.00,0.01,0.00,-0.03,-0.06,-0.01,0.01,0.01,0.00,-0.02,-0.00,-0.05,0.00,0.02,0.01,0.03,-0.05,0.02,0.01,0.03,-0.02,-0.01,0.03,0.01,-0.01,0.00,0.01,0.01,-0.03,0.00,-0.02,-0.01,-0.03,-0.01,-0.01,0.06,-0.00,-0.03,0.01,0.00,-0.01,-0.02,0.01,0.04,0.00,
456.00,0.00,0.04,0.01,0.00,0.00,-0.01,0.02,-0.02,-0.00,-0.01,0.01,0.05,0.01,0.01,-0.01,-0.03,-0.03,-0.01,0.01,0.00,0.01,-0.03,-0.01,-0.05,0.01,0.04,0.00,0.02,-0.06,0.01,-0.00,0.02,-0.00,-0.01,0.04,0.01,-0.02,0.00,-0.00,-0.01,-0.04,-0.01,-0.03,0.01,-0.03,0.01,-0.00,0.04,-0.00,-0.04,0.01,0.02,-0.02,-0.01,0.02,0.04,0.02,
457.00,-0.00,0.04,0.00,-0.01,-0.00,-0.00,0.02,-0.02,-0.02,0.00,0.01,0.03,-0.00,-0.01,-0.00,-0.03,-0.02,-0.02,0.03,0.02,0.02,-0.02,-0.03,-0.03,-0.01,0.04,0.00,0.00,-0.06,-0.00,0.01,0.02,0.00,-0.01,0.04,0.02,-0.02,0.02,0.01,-0.04,-0.02,-0.01,-0.04,0.00,-0.02,0.02,0.01,0.01,-0.02,-0.03,0.00,0.01,-0.02,-0.00,0.01,0.02,0.02,
458.00,-0.01,0.04,0.01,-0.02,-0.03,-0.01,0.01,-0.01,-0.02,0.02,0.00,0.02,-0.01,-0.04,-0.01,-0.02,-0.01,-0.03,0.01,0.02,0.03,-0.01,-0.02,-0.01,-0.03,0.01,0.01,0.01,-0.05,-0.02,0.00,0.02,-0.01,0.01,0.04,0.04,-0.01,0.01,0.00,-0.04,-0.03,-0.01,-0.03,0.02,-0.02,0.04,0.02,-0.02,-0.02,-0.02,0.00,0.03,-0.01,0.00,-0.01,0.01,0.02,
459.00,-0.01,0.03,-0.01,-0.02,-0.04,-0.02,0.00,-0.01,-0.01,0.01,0.02,0.00,-0.01,-0.05,-0.00,-0.01,0.02,-0.02,0.03,0.02,0.03,-0.01,-0.02,0.01,-0.04,0.00,0.01,0.02,-0.05,-0.03,-0.00,0.03,0.01,0.00,0.04,0.04,-0.01,0.00,0.01,-0.04,-0.02,-0.03,-0.04,0.00,-0.01,0.03,0.02,-0.03,-0.01,-0.02,-0.00,0.02,-0.01,-0.00,-0.01,-0.01,0.02,
460.00,0.01,0.01,-0.00,-0.01,-0.05,-0.03,-0.02,0.00,0.01,-0.01,0.01,0.00,-0.02,-0.07,0.01,-0.03,0.03,-0.01,0.04,0.01,0.01,0.00,-0.02,0.03,-0.03,-0.02,-0.00,0.02,-0.02,-0.02,-0.02,0.03,0.02,-0.01,0.04,0.03,0.01,-0.02,0.00,-0.03,-0.02,-0.01,-0.04,0.02,0.02,0.03,0.03,-0.04,-0.01,-0.00,-0.01,0.04,-0.01,0.00,-0.01,-0.00,0.02,
461.00,0.03,0.01,-0.02,0.01,-0.04,-0.04,-0.02,0.01,0.01,-0.01,0.00,-0.01,-0.01,-0.06,0.01,-0.03,0.03,-0.01,0.04,0.02,-0.00,0.01,0.00,0.03,-0.03,-0.03,-0.01,0.01,-0.00,-0.01,-0.01,0.02,0.03,-0.01,0.03,0.02,0.01,-0.02,0.01,-0.03,-0.00,-0.00,-0.05,0.00,0.02,0.01,0.03,-0.02,-0.01,-0.01,-0.03,0.04,0.01,-0.00,-0.01,-0.02,0.02,
462.00,0.03,-0.01,-0.02,-0.01,-0.02,-0.04,-0.01,0.02,0.00,-0.02,-0.02,-0.03,-0.01,-0.04,0.02,-0.02,0.03,-0.03,0.02,0.02,-0.01,0.02,0.01,0.06,-0.02,-0.03,-0.03,0.03,-0.02,-0.01,0.00,0.01,0.02,-0.02,0.01,-0.01,0.01,-0.04,0.03,0.00,0.00,0.00,-0.05,-0.02,0.01,-0.00,0.01,-0.03,-0.02,-0.03,-0.03,0.04,-0.02,0.01,0.01,-0.02,0.02,
463.00,0.05,-0.04,-0.02,-0.01,-0.02,-0.03,-0.01,0.01,0.01,-0.03,-0.02,-0.03,-0.01,-0.01,0.03,-0.01,0.05,-0.01,0.00,0.01,-0.01,0.01,0.02,0.02,0.01,-0.06,-0.01,0.04,0.01,0.01,-0.00,-0.00,0.01,-0.02,-0.01,0.00,0.00,-0.05,0.04,0.00,-0.02,0.00,-0.01,-0.05,0.01,0.00,0.00,-0.00,-0.03,-0.05,-0.02,0.01,-0.02,0.01,-0.01,-0.01,0.02,
464.00,0.04,-0.01,-0.02,-0.02,-0.01,-0.02,0.00,0.01,0.00,-0.05,-0.03,-0.02,0.01,0.00,0.02,0.01,0.01,-0.02,-0.01,0.00,0.02,0.02,0.02,0.02,0.04,-0.02,-0.01,0.02,-0.01,0.04,0.00,0.00,0.02,-0.01,-0.04,-0.00,-0.02,-0.04,0.04,0.04,-0.03,0.02,0.01,-0.06,0.01,0.01,0.03,-0.00,-0.04,-0.03,-0.02,0.01,-0.01,0.01,0.00,0.00,0.03,
465.00,0.03,-0.00,-0.01,-0.03,-0.02,-0.01,0.00,-0.01,0.01,-0.04,-0.04,0.00,0.02,-0.01,0.01,0.03,0.02,-0.01,-0.02,0.00,0.04,0.00,0.03,0.01,0.05,0.01,-0.03,-0.01,-0.00,0.06,-0.00,0.01,0.02,-0.02,-0.05,-0.00,-0.05,0.00,0.04,0.04,0.00,0.02,0.04,-0.07,0.00,0.02,0.02,-0.01,-0.02,0.00,-0.01,0.00,-0.00,0.04,-0.02,0.01,0.06,
466.00,0.02,-0.01,-0.01,-0.04,-0.01,0.01,0.05,-0.04,-0.01,-0.02,-0.04,-0.01,0.03,-0.01,-0.01,0.03,0.01,-0.01,-0.01,-0.01,0.03,-0.01,0.00,-0.01,0.05,0.01,-0.02,0.00,0.00,0.05,0.01,-0.00,0.02,-0.02,-0.03,-0.00,-0.03,-0.00,0.04,0.03,0.02,0.03,0.04,-0.04,-0.01,0.00,0.02,-0.02,-0.02,0.01,0.01,0.02,-0.03,0.03,-0.03,0.01,0.05,
467.00,0.01,-0.01,0.01,-0.06,-0.01,0.00,0.03,-0.05,0.01,-0.02,-0.03,-0.00,0.03,-0.01,-0.01,0.04,0.01,-0.01,0.00,0.01,0.01,-0.03,-0.00,-0.02,0.07,0.01,-0.01,0.01,0.02,0.05,0.01,-0.01,0.03,-0.03,0.01,-0.03,-0.02,0.02,0.01,0.03,0.01,0.01,0.03,-0.01,0.02,0.00,0.02,-0.00,0.01,0.03,0.02,-0.00,-0.00,0.01,-0.03,0.02,0.01,
468.00,-0.01,-0.00,0.02,-0.06,-0.01,0.03,0.01,-0.04,0.02,-0.02,-0.01,-0.01,0.00,-0.01,-0.03,0.04,-0.01,-0.04,0.03,0.04,0.01,-0.05,0.02,-0.03,0.07,0.04,-0.03,0.01,0.01,0.02,0.02,-0.01,0.04,-0.02,0.01,-0.02,-0.03,0.03,0.00,0.01,0.01,0.00,0.03,0.01,0.04,0.01,0.00,-0.00,0.04,0.02,0.02,0.01,0.01,0.01,-0.02,0.01,-0.02,
469.00,-0.01,-0.02,0.05,-0.05,-0.01,0.06,0.01,-0.02,0.03,-0.02,0.02,-0.01,-0.05,-0.01,-0.02,0.02,-0.01,-0.03,0.02,0.03,0.05,-0.05,0.03,-0.05,0.05,0.06,-0.04,-0.00,0.00,-0.01,-0.01,-0.02,0.04,-0.04,0.02,-0.04,-0.02,0.05,-0.01,-0.00,0.01,0.01,0.01,0.01,0.06,-0.00,-0.03,0.00,0.07,0.01,0.02,0.02,-0.00,0.01,-0.00,0.03,-0.03,
470.00,-0.02,-0.00,0.03,-0.04,0.02,0.05,-0.01,-0.02,0.04,-0.04,0.04,-0.01,-0.04,-0.01,-0.02,0.01,0.02,-0.04,0.03,0.02,0.04,-0.04,0.07,-0.07,0.06,0.04,-0.03,-0.00,0.00,-0.01,0.02,-0.07,0.06,-0.04,0.04,-0.02,-0.01,0.04,0.00,-0.00,-0.01,0.00,0.01,0.02,0.09,0.01,-0.01,0.03,0.09,0.00,0.01,0.02,-0.01,-0.01,0.00,0.03,-0.05,
471.00,-0.01,-0.01,0.03,-0.03,0.03,0.07,-0.01,0.02,0.02,-0.01,0.05,-0.02,-0.06,-0.00,0.00,-0.02,0.04,-0.04,0.03,0.01,0.05,-0.03,0.07,-0.06,0.07,0.01,-0.05,-0.01,0.01,-0.01,0.00,-0.06,0.03,-0.02,0.03,-0.02,-0.01,0.02,0.00,-0.01,0.00,0.01,0.02,-0.01,0.08,0.01,-0.03,0.01,0.07,0.00,-0.01,-0.01,-0.02,0.01,0.02,0.02,-0.05,
472.00,0.01,-0.01,0.01,0.01,0.04,0.05,0.02,0.04,0.01,-0.01,0.06,-0.04,-0.05,-0.01,-0.03,-0.02,0.04,-0.02,-0.01,0.00,0.07,-0.03,0.06,-0.06,0.03,-0.02,-0.02,-0.02,0.02,-0.01,-0.01,-0.03,0.03,-0.00,0.05,-0.01,-0.02,-0.01,0.01,-0.02,-0.03,-0.01,0.04,-0.01,0.08,0.02,-0.04,-0.01,0.04,0.02,-0.01,0.00,-0.05,-0.00,0.02,0.02,-0.06,
473.00,0.02,0.01,-0.01,0.00,0.02,0.05,0.05,0.05,0.02,-0.02,0.09,-0.03,-0.04,-0.01,-0.01,-0.02,0.03,-0.01,-0.03,0.00,0.08,-0.02,0.03,-0.04,0.01,-0.02,0.01,-0.04,-0.00,0.01,-0.02,-0.01,0.01,0.02,0.03,-0.02,-0.02,-0.01,0.01,0.01,-0.02,-0.01,0.04,-0.02,0.04,0.03,-0.03,-0.01,0.03,0.04,-0.00,0.00,-0.04,0.01,0.05,0.00,-0.04,
474.00,0.01,0.03,0.02,0.01,-0.00,0.04,0.04,0.01,0.02,-0.01,0.05,-0.01,-0.02,-0.03,0.01,-0.01,0.05,0.01,-0.02,-0.01,0.05,0.01,-0.00,-0.02,0.00,-0.05,0.01,-0.05,0.01,0.05,-0.01,0.02,-0.01,0.01,-0.01,-0.02,-0.03,-0.00,0.02,0.00,-0.02,0.02,0.05,-0.04,0.02,0.04,-0.01,-0.02,0.01,0.06,-0.02,0.01,-0.02,0.00,0.05,-0.01,-0.04,
475.00,0.00,0.04,-0.02,-0.00,-0.01,0.02,0.05,0.01,-0.00,-0.00,0.02,-0.03,0.01,-0.04,-0.00,-0.01,0.06,0.02,-0.01,-0.02,-0.00,-0.01,-0.03,-0.02,-0.01,-0.04,-0.00,-0.03,-0.03,0.04,-0.02,0.03,-0.01,0.03,-0.02,-0.02,-0.02,0.02,-0.01,-0.01,-0.05,0.02,0.03,-0.06,-0.01,0.00,-0.01,-0.04,0.01,0.04,-0.02,0.03,-0.01,-0.00,0.05,-0.00,-0.03,
476.00,-0.01,0.02,-0.01,-0.02,-0.01,-0.00,0.04,-0.00,0.00,-0.00,0.03,-0.01,0.02,-0.02,-0.00,0.02,0.04,-0.01,0.01,-0.04,-0.02,-0.05,-0.03,0.01,-0.01,0.01,0.02,-0.01,-0.07,0.01,0.01,0.02,-0.01,0.03,0.00,-0.06,-0.03,0.04,-0.03,-0.01,-0.06,-0.00,-0.00,-0.06,-0.00,0.01,0.01,-0.05,0.00,0.04,0.00,0.00,0.00,0.00,0.05,-0.01,-0.02,
477.00,-0.01,0.01,-0.00,-0.01,-0.01,-0.01,0.02,-0.02,0.05,-0.01,0.04,0.01,0.02,-0.01,0.03,0.02,0.04,-0.01,0.03,-0.02,-0.05,-0.06,-0.03,-0.02,-0.01,0.03,0.02,-0.03,-0.06,-0.02,0.02,0.00,-0.04,0.03,-0.03,-0.02,0.01,0.03,-0.03,-0.01,-0.07,0.00,-0.02,-0.07,-0.05,0.01,-0.01,-0.02,0.02,0.01,0.01,-0.01,0.01,0.00,0.03,0.00,-0.02,
478.00,-0.01,0.01,0.04,-0.03,-0.02,0.01,0.01,0.01,0.05,-0.00,0.01,0.04,0.00,-0.00,0.03,-0.01,0.02,0.01,0.05,-0.04,-0.02,-0.05,-0.04,-0.05,0.02,0.05,0.02,-0.02,-0.07,-0.01,0.02,-0.00,-0.03,-0.01,-0.04,-0.01,0.02,0.04,-0.03,-0.04,-0.07,0.01,-0.04,-0.08,-0.05,-0.01,-0.01,-0.02,-0.01,-0.01,0.01,-0.03,0.01,-0.03,0.04,0.04,-0.01,
479.00,-0.02,0.04,0.01,-0.05,0.03,-0.00,-0.00,0.00,0.05,-0.01,0.01,0.07,0.02,0.02,0.01,-0.04,0.02,0.01,0.04,-0.02,0.02,-0.08,-0.01,-0.06,0.02,0.03,0.00,-0.04,-0.03,-0.02,0.02,0.03,0.00,0.01,-0.02,0.01,-0.01,0.06,-0.02,-0.04,-0.07,-0.00,-0.05,-0.03,-0.07,-0.02,0.01,0.01,0.00,0.01,0.02,-0.01,-0.02,-0.04,0.03,0.05,0.01,
480.00,-0.01,0.02,0.01,-0.04,0.03,-0.00,0.03,0.01,0.04,0.01,0.03,0.05,-0.01,0.02,0.01,-0.05,-0.02,0.02,0.04,0.00,0.05,-0.05,-0.02,-0.05,0.02,-0.00,0.02,-0.02,0.01,-0.03,0.04,0.03,0.00,0.00,-0.03,0.00,0.01,0.05,-0.03,-0.04,-0.03,-0.03,-0.04,-0.02,-0.06,-0.01,0.01,-0.00,-0.04,-0.02,0.02,0.00,-0.02,-0.03,0.05,0.02,0.01,
481.00,-0.02,0.02,0.01,-0.03,0.01,-0.02,0.03,-0.00,0.05,0.02,0.02,0.04,-0.00,0.02,-0.02,-0.07,0.01,0.01,0.01,0.02,0.06,-0.01,-0.02,-0.04,-0.01,-0.04,0.03,0.00,0.03,-0.03,0.04,0.04,0.01,0.01,-0.02,0.02,0.00,0.02,-0.01,-0.01,-0.01,-0.03,-0.02,0.01,-0.05,-0.01,0.00,0.01,-0.05,0.01,0.02,0.02,-0.03,-0.06,0.06,0.01,-0.03,
482.00,-0.02,0.03,-0.02,-0.02,-0.02,0.00,0.01,-0.01,0.01,0.02,0.03,0.04,0.00,0.03,-0.03,-0.06,0.02,-0.01,0.01,0.05,0.07,-0.03,0.01,-0.01,-0.02,-0.03,0.04,0.01,0.04,-0.02,0.03,0.04,0.02,0.06,-0.04,0.02,-0.03,0.02,0.01,-0.02,-0.01,-0.01,0.01,0.03,-0.06,-0.00,-0.01,-0.02,-0.04,0.02,0.01,0.03,-0.02,-0.04,0.07,-0.00,-0.01,
483.00,-0.02,0.02,-0.03,-0.02,-0.03,0.00,0.00,-0.02,-0.01,0.01,0.01,0.01,0.00,0.03,-0.03,-0.05,0.03,-0.01,-0.00,0.05,0.04,-0.00,0.04,-0.01,-0.02,-0.02,0.03,-0.01,0.04,-0.01,0.00,0.05,0.02,0.05,-0.04,0.01,-0.04,0.02,-0.02,-0.01,-0.02,-0.01,0.02,0.04,-0.03,-0.00,-0.01,-0.03,-0.02,0.01,0.00,0.05,-0.01,-0.03,0.06,0.00,-0.02,
484.00,-0.01,0.03,-0.06,-0.00,-0.04,0.00,0.01,-0.04,-0.02,0.02,-0.00,-0.02,0.01,0.02,-0.05,-0.01,0.03,-0.04,0.02,0.02,-0.04,0.01,0.03,0.01,-0.03,-0.00,0.01,-0.00,0.02,-0.04,0.01,0.04,0.02,0.04,-0.00,0.01,-0.04,0.00,-0.02,-0.02,-0.02,-0.02,0.01,0.04,0.00,-0.00,-0.04,-0.02,-0.02,0.01,-0.01,0.04,0.01,0.01,0.06,0.00,-0.01,
485.00,-0.01,-0.01,-0.06,-0.02,-0.04,-0.00,-0.02,-0.04,-0.04,0.03,-0.00,-0.04,-0.01,0.03,-0.04,0.01,0.04,-0.05,0.02,0.02,-0.08,0.01,0.01,0.04,-0.05,0.03,-0.00,0.00,-0.01,-0.06,0.01,0.04,0.01,0.05,0.04,-0.01,-0.02,0.01,-0.01,0.00,0.02,-0.00,0.01,0.03,0.00,0.00,-0.04,-0.03,-0.02,0.02,-0.01,0.02,0.01,0.04,0.06,-0.03,-0.00,
486.00,-0.00,-0.01,-0.02,-0.00,-0.03,-0.00,-0.03,-0.01,-0.01,0.00,-0.01,-0.02,-0.02,0.01,-0.01,0.05,0.01,-0.01,0.03,0.02,-0.10,0.01,0.01,0.02,-0.03,0.01,0.00,-0.01,0.02,-0.04,-0.02,0.03,0.00,0.03,0.05,-0.01,0.01,0.04,-0.04,-0.01,0.01,-0.02,0.03,0.01,-0.01,0.04,-0.02,-0.02,-0.02,0.00,-0.01,0.00,0.01,0.06,0.00,-0.02,-0.01,
487.00,-0.04,-0.00,-0.01,-0.03,-0.02,0.00,-0.02,0.01,0.01,-0.00,-0.04,-0.01,-0.02,-0.01,0.01,0.06,-0.03,0.02,0.02,-0.01,-0.11,0.02,-0.01,0.02,-0.01,0.01,0.00,-0.02,-0.00,-0.01,-0.02,0.06,0.01,-0.02,0.06,-0.02,0.01,0.03,-0.01,-0.01,0.01,-0.02,0.02,-0.01,0.02,0.03,-0.01,0.01,-0.03,-0.01,-0.02,-0.02,0.03,0.07,0.02,-0.02,-0.00,
488.00,-0.04,0.02,0.02,-0.02,-0.01,0.01,-0.02,-0.01,0.04,0.00,-0.04,0.00,-0.01,-0.01,0.03,0.04,-0.03,0.02,0.01,-0.02,-0.09,-0.00,-0.01,0.05,-0.01,-0.01,-0.02,-0.03,0.00,0.01,-0.04,0.06,0.01,-0.03,0.05,-0.02,-0.01,0.04,-0.01,-0.01,0.03,-0.02,0.02,-0.01,0.02,0.03,-0.00,0.05,-0.00,0.01,-0.01,-0.02,0.02,0.08,-0.00,-0.03,-0.01,
489.00,-0.04,0.01,0.02,-0.02,-0.01,0.01,-0.00,-0.02,0.05,0.01,-0.03,0.02,-0.01,-0.01,0.04,0.00,-0.04,0.01,0.01,-0.02,-0.07,-0.03,-0.02,0.04,0.00,-0.02,0.00,-0.00,0.00,0.03,-0.05,0.05,0.01,-0.05,0.04,-0.05,-0.01,0.03,-0.03,0.01,0.02,-0.00,0.01,-0.04,0.02,0.01,0.02,0.07,0.01,0.01,-0.00,-0.02,0.03,0.05,-0.02,-0.01,0.01,
490.00,-0.03,0.04,0.02,-0.03,-0.00,0.00,0.00,-0.04,0.07,0.02,-0.05,0.01,0.00,-0.01,0.04,-0.03,-0.02,-0.01,0.01,-0.02,-0.04,-0.05,-0.03,0.06,0.00,-0.03,-0.00,0.00,0.00,0.05,-0.06,0.02,0.01,-0.07,0.02,-0.08,-0.02,0.00,-0.03,0.02,0.02,0.00,0.02,-0.02,-0.00,-0.00,0.02,0.05,0.03,0.03,0.00,-0.04,0.02,0.01,-0.03,0.00,-0.03,
491.00,-0.01,0.05,0.02,-0.03,-0.01,0.02,-0.01,-0.04,0.06,0.01,-0.04,0.00,0.01,-0.01,0.06,-0.03,-0.03,-0.01,0.02,-0.00,-0.03,-0.07,0.02,0.03,-0.02,0.00,-0.01,0.02,0.01,0.06,-0.05,-0.01,0.01,-0.07,-0.03,-0.06,-0.03,-0.03,-0.00,0.01,-0.01,0.01,0.01,-0.01,0.02,-0.04,-0.01,0.03,0.03,0.06,0.02,-0.06,0.02,-0.01,-0.01,0.03,-0.02,
492.00,-0.00,0.04,0.03,-0.02,-0.04,0.02,-0.02,-0.03,0.04,-0.01,-0.02,-0.02,0.00,-0.01,0.04,-0.07,-0.02,-0.00,0.01,-0.01,0.03,-0.07,0.01,0.00,-0.00,0.03,0.02,0.03,-0.01,0.07,-0.05,-0.01,-0.01,-0.07,-0.05,-0.06,-0.00,-0.04,-0.02,0.03,-0.03,-0.01,0.02,0.00,0.02,-0.04,0.03,0.02,0.05,0.08,-0.01,-0.02,0.02,-0.04,-0.04,0.05,0.00,
493.00,-0.01,0.04,0.01,-0.01,0.00,-0.02,-0.05,-0.03,0.01,-0.01,-0.01,0.00,0.01,-0.03,0.02,-0.05,-0.02,0.00,0.02,-0.00,0.05,-0.06,0.04,0.01,0.03,0.04,0.01,0.03,-0.01,0.04,-0.03,-0.01,0.01,-0.04,-0.05,-0.03,0.00,-0.01,-0.01,0.02,-0.02,-0.03,0.02,-0.01,0.01,-0.03,0.01,0.03,0.03,0.09,-0.02,-0.02,0.02,-0.04,-0.05,0.05,0.01,
494.00,-0.00,0.01,0.00,-0.03,0.04,-0.02,-0.03,-0.03,-0.00,-0.03,0.01,-0.02,0.00,0.00,0.01,-0.05,-0.01,0.02,0.04,0.01,0.07,-0.04,0.04,0.02,0.03,0.05,-0.01,0.03,-0.02,0.03,-0.01,-0.03,-0.02,-0.01,-0.04,-0.03,0.06,0.01,-0.02,0.00,-0.02,-0.04,0.02,0.00,-0.01,-0.05,0.02,0.00,0.01,0.04,-0.04,-0.00,0.01,-0.02,-0.05,0.03,0.00,
495.00,0.00,-0.01,0.01,-0.01,0.03,-0.03,0.00,-0.03,-0.02,-0.03,0.04,0.00,0.01,0.00,0.01,-0.02,-0.03,0.01,0.04,0.01,0.06,-0.02,0.05,0.01,0.03,0.03,0.02,0.06,-0.03,0.02,-0.02,-0.04,-0.03,0.00,-0.05,0.00,0.07,-0.00,-0.02,0.02,-0.03,-0.08,0.01,0.00,-0.01,-0.07,0.01,0.02,-0.02,0.03,-0.03,0.01,0.01,-0.01,-0.04,0.01,0.00,
496.00,-0.01,0.00,-0.02,-0.02,0.01,-0.04,0.01,-0.05,-0.00,-0.06,0.06,0.02,0.03,-0.02,-0.01,-0.01,-0.04,-0.01,0.05,0.01,0.05,-0.01,0.01,0.01,0.02,0.01,0.03,0.07,-0.06,0.01,-0.00,-0.03,-0.02,0.01,-0.03,0.05,0.08,-0.01,0.01,-0.00,-0.03,-0.07,0.03,0.00,-0.02,-0.04,-0.01,0.04,-0.03,0.02,-0.03,0.02,0.04,0.01,-0.02,-0.02,0.00,
497.00,-0.00,0.01,-0.01,-0.01,0.01,-0.06,0.01,-0.06,0.02,-0.07,0.04,0.05,0.06,-0.01,-0.01,-0.01,-0.04,-0.00,0.06,-0.02,0.05,0.01,0.01,0.01,-0.04,-0.01,-0.00,0.06,-0.06,-0.00,-0.03,-0.03,-0.02,0.01,-0.03,0.03,0.06,0.00,-0.01,-0.00,-0.02,-0.03,0.02,0.01,-0.00,-0.03,-0.01,0.02,-0.05,0.00,-0.02,0.02,0.03,-0.01,0.00,-0.01,-0.01,
498.00,-0.00,0.03,-0.00,0.01,-0.02,-0.05,0.05,-0.06,0.05,-0.04,0.02,0.05,0.08,-0.02,-0.01,-0.01,-0.05,-0.02,0.07,-0.03,0.00,0.01,-0.02,-0.02,-0.06,-0.02,0.00,0.07,-0.06,-0.01,-0.03,-0.05,0.01,-0.00,0.00,0.04,0.04,-0.01,-0.02,0.02,-0.01,0.00,0.01,0.04,0.01,-0.02,-0.01,0.02,-0.04,0.02,-0.02,0.06,0.05,-0.03,0.03,-0.02,0.02,
499.00,0.01,0.02,0.03,0.01,-0.05,-0.05,0.02,-0.05,0.04,-0.01,0.02,0.03,0.09,-0.05,-0.01,0.01,-0.03,-0.00,0.07,-0.03,-0.01,-0.01,-0.04,-0.01,-0.06,-0.00,-0.00,0.05,-0.04,-0.02,-0.01,-0.04,0.02,-0.01,0.01,0.04,0.02,-0.03,-0.01,0.01,0.01,0.02,0.01,0.05,0.01,-0.01,-0.04,-0.02,-0.04,0.05,0.01,0.02,0.05,-0.02,0.05,-0.03,0.03,
