Date,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,
472.00,0.17,0.14,0.10,0.18,0.13,0.14,0.17,0.21,0.09,0.15,0.12,0.20,0.14,0.24,0.14,0.17,0.17,0.14,0.22,0.20,0.22,0.23,0.20,0.23,0.26,0.26,0.19,0.24,0.27,0.33,0.24,0.40,0.33,0.36,0.29,0.43,0.52,0.47,0.32,0.36,0.45,0.54,0.57,0.64,0.54,0.46,0.75,0.97,
473.00,0.15,0.15,0.11,0.17,0.13,0.14,0.16,0.15,0.12,0.17,0.13,0.20,0.15,0.23,0.14,0.19,0.17,0.13,0.22,0.22,0.20,0.24,0.22,0.22,0.25,0.25,0.18,0.25,0.28,0.34,0.23,0.38,0.32,0.35,0.34,0.43,0.54,0.46,0.35,0.37,0.48,0.54,0.58,0.64,0.52,0.49,0.78,0.99,
474.00,0.14,0.14,0.11,0.16,0.15,0.18,0.15,0.15,0.14,0.18,0.14,0.19,0.17,0.20,0.14,0.20,0.17,0.15,0.24,0.22,0.19,0.25,0.24,0.23,0.25,0.26,0.18,0.24,0.26,0.30,0.24,0.40,0.32,0.38,0.35,0.44,0.54,0.45,0.37,0.40,0.47,0.55,0.57,0.63,0.56,0.50,0.78,1.01,
475.00,0.13,0.16,0.12,0.12,0.16,0.19,0.16,0.14,0.14,0.16,0.15,0.16,0.17,0.19,0.15,0.19,0.15,0.17,0.27,0.21,0.18,0.25,0.26,0.22,0.28,0.27,0.19,0.22,0.26,0.29,0.25,0.39,0.34,0.37,0.33,0.41,0.55,0.46,0.37,0.43,0.46,0.53,0.58,0.65,0.58,0.48,0.81,1.00,
476.00,0.10,0.18,0.15,0.10,0.17,0.19,0.17,0.15,0.13,0.15,0.16,0.17,0.18,0.19,0.15,0.21,0.14,0.17,0.25,0.21,0.21,0.24,0.23,0.21,0.27,0.27,0.18,0.22,0.25,0.26,0.25,0.41,0.34,0.34,0.31,0.40,0.56,0.45,0.35,0.43,0.46,0.54,0.58,0.63,0.59,0.47,0.84,0.99,
477.00,0.11,0.16,0.16,0.11,0.16,0.18,0.18,0.15,0.15,0.14,0.20,0.15,0.17,0.20,0.17,0.24,0.15,0.18,0.25,0.21,0.23,0.25,0.23,0.20,0.25,0.25,0.19,0.23,0.25,0.27,0.22,0.43,0.36,0.35,0.33,0.39,0.59,0.42,0.35,0.45,0.48,0.54,0.57,0.63,0.58,0.45,0.84,0.98,
478.00,0.13,0.17,0.13,0.14,0.16,0.17,0.19,0.17,0.16,0.12,0.21,0.17,0.17,0.19,0.19,0.22,0.16,0.21,0.22,0.20,0.24,0.24,0.23,0.21,0.26,0.24,0.18,0.25,0.23,0.28,0.24,0.46,0.39,0.38,0.29,0.40,0.57,0.42,0.37,0.45,0.47,0.56,0.57,0.64,0.58,0.45,0.85,1.00,
479.00,0.15,0.15,0.13,0.16,0.19,0.16,0.21,0.16,0.13,0.13,0.20,0.18,0.16,0.17,0.18,0.21,0.15,0.17,0.21,0.17,0.26,0.23,0.21,0.21,0.26,0.23,0.18,0.30,0.22,0.32,0.20,0.45,0.39,0.37,0.27,0.40,0.55,0.43,0.36,0.48,0.48,0.57,0.56,0.63,0.54,0.42,0.87,0.99,
480.00,0.16,0.16,0.11,0.18,0.17,0.15,0.21,0.16,0.15,0.16,0.19,0.19,0.17,0.17,0.19,0.23,0.16,0.17,0.19,0.17,0.24,0.23,0.24,0.24,0.24,0.23,0.17,0.31,0.25,0.33,0.23,0.45,0.36,0.40,0.26,0.42,0.56,0.42,0.37,0.45,0.50,0.57,0.57,0.58,0.54,0.44,0.84,0.98,
481.00,0.17,0.17,0.08,0.17,0.15,0.16,0.20,0.17,0.14,0.17,0.16,0.18,0.14,0.18,0.20,0.21,0.15,0.19,0.21,0.19,0.22,0.25,0.26,0.23,0.23,0.20,0.17,0.29,0.29,0.32,0.26,0.45,0.37,0.38,0.28,0.43,0.56,0.43,0.38,0.43,0.52,0.57,0.58,0.59,0.56,0.45,0.80,0.97,
482.00,0.19,0.17,0.05,0.15,0.13,0.16,0.20,0.17,0.12,0.17,0.14,0.16,0.13,0.16,0.20,0.21,0.13,0.17,0.21,0.19,0.20,0.24,0.23,0.23,0.22,0.21,0.19,0.25,0.30,0.32,0.29,0.45,0.39,0.38,0.31,0.43,0.55,0.43,0.40,0.44,0.50,0.56,0.59,0.61,0.59,0.46,0.75,0.98,
483.00,0.17,0.14,0.05,0.12,0.14,0.14,0.18,0.14,0.14,0.17,0.11,0.17,0.12,0.17,0.17,0.21,0.13,0.15,0.22,0.21,0.22,0.24,0.24,0.23,0.21,0.21,0.19,0.23,0.31,0.27,0.30,0.43,0.39,0.37,0.33,0.46,0.52,0.44,0.38,0.42,0.50,0.55,0.59,0.61,0.61,0.44,0.71,0.99,
484.00,0.15,0.15,0.07,0.11,0.12,0.12,0.17,0.16,0.14,0.15,0.12,0.18,0.13,0.19,0.18,0.19,0.15,0.14,0.21,0.23,0.21,0.25,0.22,0.23,0.21,0.21,0.18,0.20,0.31,0.25,0.31,0.42,0.34,0.35,0.33,0.46,0.53,0.43,0.38,0.43,0.50,0.54,0.58,0.63,0.61,0.42,0.69,0.98,
485.00,0.14,0.10,0.08,0.12,0.15,0.11,0.15,0.18,0.16,0.16,0.12,0.18,0.10,0.20,0.18,0.19,0.15,0.11,0.18,0.22,0.22,0.24,0.21,0.22,0.19,0.23,0.19,0.18,0.28,0.23,0.30,0.41,0.35,0.29,0.33,0.43,0.48,0.42,0.34,0.41,0.50,0.54,0.56,0.61,0.57,0.40,0.70,0.96,
486.00,0.15,0.10,0.12,0.13,0.13,0.09,0.17,0.18,0.17,0.14,0.14,0.17,0.09,0.20,0.13,0.20,0.13,0.11,0.18,0.23,0.22,0.22,0.22,0.25,0.20,0.25,0.16,0.18,0.27,0.22,0.27,0.38,0.32,0.29,0.34,0.42,0.48,0.41,0.31,0.43,0.48,0.52,0.54,0.58,0.57,0.41,0.70,0.97,
487.00,0.12,0.09,0.16,0.11,0.13,0.10,0.16,0.17,0.17,0.14,0.15,0.17,0.11,0.20,0.14,0.22,0.15,0.12,0.19,0.25,0.23,0.20,0.23,0.22,0.22,0.23,0.16,0.19,0.26,0.23,0.24,0.37,0.28,0.33,0.32,0.39,0.43,0.44,0.32,0.44,0.49,0.52,0.51,0.55,0.55,0.40,0.70,0.97,
488.00,0.13,0.09,0.18,0.12,0.13,0.13,0.17,0.19,0.16,0.14,0.19,0.16,0.11,0.21,0.14,0.22,0.17,0.13,0.18,0.24,0.23,0.21,0.23,0.21,0.24,0.22,0.18,0.21,0.26,0.26,0.26,0.38,0.27,0.34,0.30,0.40,0.45,0.44,0.31,0.48,0.47,0.51,0.52,0.53,0.53,0.39,0.74,0.96,
489.00,0.13,0.08,0.18,0.12,0.13,0.17,0.19,0.19,0.12,0.14,0.17,0.15,0.09,0.18,0.15,0.22,0.17,0.15,0.17,0.22,0.22,0.21,0.24,0.19,0.24,0.21,0.18,0.24,0.28,0.28,0.28,0.41,0.30,0.33,0.30,0.40,0.47,0.45,0.32,0.49,0.44,0.49,0.55,0.52,0.53,0.41,0.76,0.96,
490.00,0.16,0.10,0.21,0.13,0.09,0.16,0.21,0.20,0.09,0.15,0.20,0.13,0.09,0.18,0.17,0.20,0.20,0.17,0.18,0.20,0.21,0.21,0.23,0.19,0.28,0.20,0.19,0.26,0.28,0.29,0.29,0.39,0.33,0.36,0.33,0.39,0.46,0.43,0.33,0.47,0.42,0.50,0.54,0.52,0.57,0.41,0.78,0.96,
491.00,0.17,0.12,0.18,0.14,0.09,0.17,0.22,0.19,0.10,0.17,0.21,0.14,0.12,0.20,0.19,0.21,0.21,0.17,0.19,0.22,0.21,0.22,0.24,0.18,0.27,0.21,0.23,0.26,0.26,0.30,0.30,0.42,0.32,0.41,0.35,0.41,0.47,0.44,0.38,0.47,0.45,0.52,0.55,0.55,0.56,0.40,0.80,0.97,
492.00,0.17,0.14,0.16,0.17,0.11,0.17,0.24,0.17,0.12,0.16,0.19,0.14,0.15,0.17,0.24,0.19,0.22,0.18,0.18,0.23,0.20,0.21,0.22,0.20,0.26,0.22,0.25,0.28,0.26,0.28,0.29,0.42,0.33,0.37,0.35,0.48,0.49,0.43,0.38,0.45,0.44,0.52,0.57,0.59,0.57,0.42,0.84,0.97,
493.00,0.16,0.12,0.14,0.15,0.10,0.18,0.22,0.17,0.12,0.16,0.18,0.15,0.18,0.16,0.23,0.19,0.21,0.17,0.20,0.23,0.19,0.20,0.23,0.23,0.25,0.22,0.23,0.26,0.23,0.26,0.27,0.42,0.37,0.38,0.33,0.49,0.47,0.41,0.37,0.45,0.44,0.53,0.58,0.61,0.57,0.43,0.81,0.98,
494.00,0.16,0.13,0.12,0.16,0.09,0.15,0.23,0.16,0.17,0.20,0.17,0.17,0.22,0.17,0.22,0.15,0.22,0.18,0.24,0.23,0.16,0.21,0.22,0.25,0.25,0.22,0.24,0.26,0.20,0.27,0.26,0.38,0.36,0.41,0.32,0.47,0.47,0.42,0.38,0.40,0.46,0.56,0.57,0.60,0.56,0.44,0.82,0.99,
495.00,0.13,0.13,0.13,0.16,0.09,0.14,0.21,0.16,0.19,0.19,0.14,0.18,0.24,0.17,0.20,0.14,0.23,0.19,0.23,0.23,0.16,0.21,0.24,0.24,0.21,0.20,0.22,0.22,0.19,0.28,0.26,0.41,0.33,0.40,0.34,0.47,0.52,0.42,0.37,0.39,0.46,0.58,0.59,0.60,0.57,0.45,0.80,0.99,
496.00,0.11,0.11,0.14,0.18,0.09,0.16,0.19,0.16,0.17,0.18,0.12,0.18,0.22,0.15,0.18,0.14,0.23,0.14,0.20,0.24,0.19,0.19,0.24,0.23,0.18,0.19,0.21,0.23,0.20,0.28,0.28,0.40,0.37,0.36,0.34,0.46,0.52,0.42,0.37,0.39,0.44,0.58,0.58,0.52,0.57,0.47,0.78,0.97,
497.00,0.10,0.11,0.13,0.17,0.13,0.14,0.18,0.18,0.15,0.16,0.11,0.23,0.21,0.17,0.15,0.15,0.21,0.14,0.21,0.22,0.19,0.19,0.24,0.20,0.20,0.18,0.21,0.24,0.20,0.30,0.29,0.39,0.40,0.36,0.33,0.47,0.52,0.42,0.37,0.39,0.44,0.55,0.59,0.52,0.60,0.48,0.75,0.96,
498.00,0.13,0.12,0.11,0.17,0.14,0.13,0.18,0.20,0.12,0.14,0.09,0.24,0.20,0.14,0.14,0.13,0.18,0.16,0.18,0.23,0.20,0.19,0.25,0.20,0.19,0.18,0.19,0.24,0.19,0.31,0.29,0.36,0.36,0.34,0.35,0.45,0.54,0.43,0.38,0.38,0.44,0.54,0.58,0.51,0.60,0.51,0.76,0.91,
499.00,0.15,0.13,0.12,0.17,0.15,0.13,0.18,0.21,0.12,0.13,0.10,0.19,0.19,0.13,0.14,0.15,0.18,0.18,0.15,0.24,0.22,0.20,0.23,0.20,0.20,0.17,0.18,0.23,0.23,0.30,0.30,0.38,0.34,0.32,0.37,0.44,0.52,0.41,0.37,0.38,0.46,0.53,0.58,0.34,0.63,0.50,0.78,0.90,
500.00,0.15,0.15,0.11,0.16,0.14,0.17,0.18,0.20,0.12,0.11,0.13,0.17,0.20,0.18,0.16,0.19,0.16,0.16,0.18,0.26,0.21,0.21,0.21,0.21,0.21,0.18,0.16,0.24,0.25,0.29,0.30,0.35,0.37,0.30,0.33,0.47,0.51,0.46,0.40,0.37,0.48,0.52,0.54,0.30,0.64,0.49,0.77,0.89,
501.00,0.14,0.15,0.10,0.16,0.13,0.18,0.18,0.19,0.08,0.09,0.12,0.18,0.19,0.19,0.19,0.23,0.16,0.16,0.19,0.26,0.20,0.21,0.19,0.20,0.24,0.20,0.15,0.24,0.24,0.28,0.26,0.34,0.34,0.28,0.29,0.49,0.53,0.45,0.40,0.38,0.47,0.49,0.52,0.38,0.61,0.48,0.78,0.89,
502.00,0.14,0.14,0.09,0.16,0.11,0.21,0.16,0.17,0.10,0.08,0.14,0.18,0.19,0.19,0.21,0.22,0.15,0.16,0.22,0.25,0.20,0.22,0.20,0.21,0.24,0.18,0.15,0.25,0.23,0.28,0.23,0.35,0.31,0.28,0.26,0.48,0.50,0.41,0.39,0.38,0.46,0.49,0.50,0.37,0.61,0.51,0.78,0.90,
503.00,0.12,0.13,0.10,0.15,0.13,0.18,0.18,0.17,0.11,0.08,0.13,0.22,0.18,0.21,0.24,0.23,0.19,0.10,0.22,0.22,0.20,0.24,0.21,0.20,0.23,0.21,0.15,0.24,0.22,0.28,0.20,0.35,0.33,0.29,0.26,0.46,0.48,0.40,0.38,0.36,0.43,0.51,0.50,0.36,0.59,0.48,0.75,0.91,
504.00,0.13,0.13,0.12,0.17,0.13,0.16,0.18,0.17,0.09,0.09,0.15,0.24,0.17,0.20,0.25,0.22,0.19,0.09,0.23,0.18,0.22,0.27,0.24,0.20,0.22,0.25,0.18,0.22,0.21,0.29,0.19,0.34,0.36,0.29,0.24,0.46,0.49,0.43,0.40,0.38,0.43,0.52,0.51,0.51,0.59,0.47,0.72,0.92,
505.00,0.17,0.16,0.11,0.17,0.13,0.14,0.19,0.17,0.08,0.11,0.16,0.25,0.17,0.16,0.25,0.22,0.16,0.10,0.24,0.17,0.23,0.25,0.27,0.19,0.23,0.30,0.19,0.21,0.21,0.28,0.20,0.35,0.34,0.27,0.25,0.41,0.49,0.39,0.38,0.39,0.42,0.53,0.54,0.58,0.58,0.46,0.71,0.92,
506.00,0.17,0.17,0.12,0.14,0.17,0.12,0.17,0.13,0.10,0.11,0.15,0.22,0.17,0.18,0.25,0.19,0.16,0.11,0.26,0.18,0.23,0.27,0.28,0.17,0.21,0.30,0.21,0.19,0.17,0.30,0.22,0.37,0.32,0.29,0.24,0.40,0.44,0.40,0.34,0.40,0.43,0.53,0.56,0.60,0.61,0.48,0.69,0.94,
507.00,0.18,0.17,0.12,0.13,0.19,0.12,0.19,0.13,0.11,0.13,0.16,0.19,0.19,0.19,0.22,0.19,0.15,0.11,0.24,0.19,0.23,0.27,0.28,0.19,0.19,0.26,0.21,0.19,0.17,0.30,0.22,0.35,0.33,0.32,0.29,0.37,0.45,0.42,0.31,0.40,0.44,0.54,0.56,0.62,0.60,0.43,0.67,0.93,
508.00,0.20,0.18,0.09,0.15,0.18,0.12,0.20,0.13,0.11,0.15,0.14,0.15,0.18,0.19,0.17,0.19,0.13,0.13,0.25,0.20,0.25,0.26,0.26,0.18,0.18,0.21,0.20,0.22,0.20,0.30,0.24,0.36,0.32,0.31,0.31,0.37,0.46,0.45,0.32,0.38,0.45,0.52,0.55,0.64,0.60,0.43,0.70,0.94,
509.00,0.17,0.17,0.08,0.15,0.19,0.11,0.18,0.16,0.10,0.13,0.12,0.12,0.18,0.19,0.17,0.17,0.16,0.15,0.24,0.21,0.25,0.23,0.24,0.17,0.17,0.21,0.19,0.25,0.19,0.28,0.24,0.38,0.32,0.31,0.30,0.38,0.47,0.43,0.32,0.37,0.46,0.52,0.53,0.64,0.60,0.42,0.71,0.93,
510.00,0.14,0.15,0.08,0.16,0.17,0.14,0.17,0.16,0.11,0.13,0.11,0.10,0.15,0.21,0.16,0.19,0.15,0.16,0.24,0.21,0.25,0.22,0.21,0.18,0.14,0.19,0.22,0.24,0.18,0.27,0.24,0.40,0.31,0.35,0.29,0.41,0.45,0.44,0.33,0.38,0.50,0.50,0.53,0.64,0.61,0.42,0.72,0.91,
511.00,0.12,0.13,0.08,0.18,0.15,0.14,0.18,0.18,0.13,0.14,0.13,0.10,0.14,0.19,0.16,0.18,0.14,0.15,0.22,0.21,0.24,0.21,0.18,0.16,0.13,0.19,0.24,0.25,0.20,0.28,0.22,0.37,0.32,0.36,0.32,0.41,0.46,0.45,0.37,0.37,0.50,0.52,0.51,0.62,0.62,0.37,0.75,0.90,
512.00,0.10,0.09,0.09,0.17,0.13,0.14,0.16,0.21,0.11,0.14,0.13,0.10,0.13,0.14,0.15,0.16,0.15,0.14,0.21,0.21,0.23,0.20,0.16,0.16,0.16,0.22,0.26,0.25,0.21,0.28,0.21,0.40,0.34,0.34,0.30,0.41,0.46,0.45,0.40,0.38,0.49,0.51,0.50,0.61,0.62,0.40,0.77,0.90,
513.00,0.08,0.09,0.10,0.16,0.16,0.17,0.15,0.18,0.13,0.12,0.10,0.13,0.12,0.11,0.15,0.12,0.16,0.18,0.18,0.20,0.23,0.20,0.16,0.16,0.18,0.21,0.26,0.24,0.20,0.30,0.20,0.37,0.32,0.34,0.29,0.38,0.46,0.44,0.39,0.39,0.51,0.52,0.50,0.62,0.61,0.40,0.75,0.88,
514.00,0.07,0.13,0.09,0.16,0.14,0.16,0.14,0.16,0.14,0.12,0.15,0.16,0.13,0.13,0.17,0.11,0.13,0.18,0.18,0.22,0.22,0.19,0.16,0.15,0.19,0.22,0.21,0.27,0.18,0.33,0.21,0.34,0.30,0.34,0.29,0.36,0.47,0.47,0.39,0.38,0.49,0.50,0.49,0.63,0.56,0.38,0.76,0.86,
515.00,0.05,0.12,0.09,0.14,0.15,0.14,0.12,0.14,0.15,0.12,0.15,0.18,0.15,0.12,0.17,0.11,0.15,0.17,0.15,0.23,0.21,0.20,0.17,0.13,0.16,0.22,0.20,0.27,0.19,0.32,0.23,0.30,0.32,0.33,0.28,0.37,0.45,0.41,0.37,0.36,0.45,0.47,0.48,0.63,0.54,0.38,0.74,0.87,
516.00,0.07,0.12,0.11,0.09,0.15,0.12,0.12,0.15,0.13,0.09,0.15,0.22,0.17,0.15,0.17,0.14,0.12,0.15,0.14,0.23,0.18,0.21,0.20,0.14,0.19,0.23,0.18,0.26,0.22,0.34,0.25,0.33,0.33,0.31,0.27,0.34,0.44,0.42,0.33,0.36,0.45,0.44,0.50,0.62,0.52,0.40,0.70,0.87,
517.00,0.04,0.14,0.13,0.06,0.16,0.10,0.14,0.14,0.16,0.11,0.13,0.23,0.16,0.15,0.16,0.16,0.12,0.17,0.13,0.22,0.20,0.22,0.20,0.14,0.17,0.20,0.18,0.26,0.20,0.31,0.27,0.32,0.28,0.31,0.27,0.33,0.47,0.43,0.35,0.31,0.43,0.42,0.49,0.62,0.49,0.41,0.69,0.87,
518.00,0.08,0.12,0.16,0.05,0.12,0.07,0.14,0.15,0.14,0.15,0.16,0.22,0.18,0.16,0.16,0.18,0.12,0.16,0.11,0.22,0.17,0.22,0.21,0.16,0.18,0.20,0.17,0.26,0.23,0.30,0.27,0.32,0.27,0.31,0.25,0.30,0.49,0.42,0.35,0.34,0.42,0.39,0.53,0.58,0.48,0.41,0.70,0.86,
519.00,0.12,0.12,0.18,0.06,0.11,0.10,0.16,0.18,0.14,0.15,0.14,0.21,0.20,0.17,0.12,0.21,0.16,0.15,0.12,0.24,0.19,0.22,0.19,0.18,0.17,0.19,0.17,0.21,0.24,0.27,0.27,0.34,0.29,0.31,0.24,0.32,0.46,0.40,0.33,0.36,0.44,0.41,0.53,0.57,0.48,0.41,0.67,0.88,
520.00,0.13,0.11,0.19,0.06,0.10,0.13,0.20,0.17,0.13,0.14,0.13,0.19,0.19,0.16,0.12,0.24,0.19,0.13,0.13,0.24,0.19,0.22,0.17,0.19,0.20,0.19,0.19,0.23,0.21,0.27,0.26,0.37,0.30,0.28,0.28,0.30,0.46,0.40,0.33,0.39,0.45,0.45,0.55,0.53,0.49,0.44,0.67,0.87,
521.00,0.10,0.12,0.17,0.10,0.14,0.16,0.21,0.14,0.13,0.16,0.14,0.15,0.16,0.13,0.15,0.23,0.20,0.12,0.14,0.24,0.19,0.19,0.17,0.20,0.17,0.18,0.18,0.24,0.21,0.28,0.23,0.37,0.25,0.27,0.28,0.30,0.46,0.38,0.34,0.42,0.44,0.46,0.56,0.53,0.49,0.43,0.71,0.89,
522.00,0.12,0.09,0.15,0.14,0.15,0.17,0.22,0.13,0.12,0.13,0.12,0.16,0.17,0.13,0.17,0.23,0.20,0.10,0.18,0.21,0.19,0.18,0.17,0.22,0.19,0.20,0.20,0.22,0.22,0.29,0.22,0.39,0.26,0.24,0.26,0.31,0.45,0.36,0.34,0.44,0.41,0.48,0.59,0.51,0.51,0.44,0.72,0.90,
523.00,0.08,0.09,0.13,0.19,0.17,0.16,0.22,0.16,0.14,0.13,0.12,0.14,0.17,0.11,0.18,0.20,0.20,0.08,0.19,0.19,0.23,0.19,0.17,0.24,0.18,0.22,0.20,0.21,0.23,0.27,0.21,0.39,0.29,0.24,0.26,0.36,0.46,0.35,0.33,0.43,0.41,0.48,0.56,0.53,0.52,0.43,0.68,0.93,
524.00,0.07,0.11,0.12,0.20,0.19,0.19,0.22,0.13,0.14,0.12,0.13,0.14,0.15,0.12,0.17,0.20,0.17,0.09,0.21,0.18,0.20,0.16,0.19,0.24,0.19,0.23,0.19,0.20,0.23,0.29,0.21,0.39,0.27,0.21,0.24,0.39,0.45,0.32,0.32,0.44,0.42,0.46,0.54,0.53,0.54,0.41,0.68,0.93,
525.00,0.06,0.11,0.14,0.18,0.18,0.16,0.22,0.11,0.15,0.12,0.15,0.14,0.15,0.13,0.21,0.19,0.13,0.09,0.21,0.18,0.23,0.15,0.19,0.23,0.18,0.23,0.22,0.17,0.25,0.28,0.18,0.36,0.25,0.19,0.25,0.41,0.47,0.35,0.30,0.44,0.44,0.44,0.51,0.53,0.52,0.40,0.70,0.97,
526.00,0.09,0.10,0.16,0.13,0.15,0.15,0.20,0.12,0.16,0.14,0.14,0.15,0.19,0.14,0.20,0.18,0.13,0.12,0.21,0.19,0.27,0.17,0.16,0.22,0.21,0.21,0.23,0.14,0.27,0.25,0.16,0.37,0.29,0.19,0.24,0.42,0.47,0.38,0.32,0.42,0.43,0.43,0.52,0.54,0.52,0.41,0.68,0.97,
527.00,0.10,0.11,0.16,0.09,0.14,0.13,0.18,0.10,0.14,0.14,0.14,0.15,0.21,0.15,0.18,0.18,0.11,0.15,0.19,0.18,0.26,0.20,0.16,0.20,0.22,0.18,0.19,0.16,0.28,0.24,0.16,0.36,0.34,0.22,0.24,0.43,0.48,0.39,0.30,0.43,0.47,0.43,0.50,0.56,0.51,0.40,0.67,0.98,
528.00,0.12,0.11,0.15,0.05,0.15,0.16,0.18,0.10,0.10,0.16,0.17,0.15,0.23,0.16,0.18,0.18,0.14,0.16,0.21,0.18,0.26,0.21,0.17,0.20,0.24,0.17,0.21,0.19,0.27,0.23,0.18,0.36,0.32,0.24,0.24,0.43,0.47,0.39,0.32,0.43,0.48,0.45,0.48,0.58,0.52,0.43,0.69,0.95,
529.00,0.10,0.10,0.13,0.03,0.14,0.16,0.13,0.12,0.11,0.18,0.18,0.11,0.24,0.16,0.18,0.20,0.13,0.18,0.19,0.18,0.26,0.22,0.21,0.20,0.22,0.20,0.23,0.19,0.27,0.21,0.21,0.37,0.33,0.24,0.29,0.41,0.48,0.45,0.32,0.45,0.47,0.48,0.49,0.57,0.51,0.44,0.69,0.93,
530.00,0.10,0.09,0.13,0.06,0.16,0.19,0.14,0.15,0.09,0.19,0.13,0.12,0.24,0.15,0.18,0.20,0.14,0.15,0.20,0.18,0.26,0.21,0.21,0.20,0.24,0.22,0.20,0.21,0.27,0.22,0.22,0.38,0.34,0.29,0.30,0.37,0.45,0.46,0.30,0.47,0.46,0.50,0.53,0.59,0.56,0.44,0.69,0.87,
531.00,0.09,0.12,0.11,0.09,0.17,0.18,0.12,0.17,0.09,0.18,0.13,0.15,0.23,0.14,0.18,0.22,0.16,0.16,0.20,0.16,0.27,0.23,0.23,0.23,0.24,0.21,0.18,0.24,0.22,0.25,0.24,0.38,0.33,0.34,0.30,0.36,0.46,0.45,0.33,0.48,0.44,0.53,0.52,0.58,0.56,0.44,0.69,0.86,
532.00,0.10,0.12,0.09,0.13,0.17,0.18,0.11,0.19,0.13,0.21,0.13,0.15,0.20,0.15,0.18,0.23,0.20,0.14,0.21,0.17,0.25,0.23,0.27,0.21,0.24,0.22,0.16,0.24,0.20,0.26,0.27,0.36,0.28,0.32,0.33,0.40,0.48,0.45,0.36,0.48,0.45,0.55,0.52,0.57,0.57,0.42,0.70,0.88,
533.00,0.13,0.17,0.09,0.17,0.16,0.20,0.11,0.18,0.16,0.17,0.13,0.17,0.21,0.16,0.20,0.19,0.20,0.18,0.22,0.18,0.24,0.22,0.23,0.20,0.25,0.22,0.13,0.23,0.20,0.24,0.27,0.38,0.31,0.30,0.31,0.42,0.48,0.44,0.36,0.48,0.46,0.53,0.54,0.53,0.55,0.40,0.72,0.89,
534.00,0.15,0.17,0.10,0.17,0.15,0.13,0.11,0.17,0.13,0.14,0.11,0.17,0.18,0.15,0.18,0.18,0.20,0.18,0.23,0.21,0.27,0.23,0.18,0.18,0.23,0.22,0.15,0.24,0.18,0.23,0.26,0.36,0.34,0.33,0.27,0.38,0.44,0.39,0.36,0.48,0.45,0.51,0.56,0.54,0.59,0.42,0.75,0.93,
535.00,0.17,0.17,0.08,0.16,0.14,0.11,0.11,0.13,0.15,0.12,0.11,0.19,0.16,0.15,0.17,0.16,0.20,0.20,0.23,0.19,0.23,0.23,0.17,0.17,0.22,0.22,0.16,0.24,0.17,0.24,0.26,0.36,0.36,0.34,0.21,0.41,0.47,0.39,0.39,0.48,0.43,0.51,0.54,0.52,0.57,0.41,0.72,0.98,
536.00,0.17,0.12,0.09,0.16,0.16,0.13,0.12,0.13,0.16,0.10,0.10,0.20,0.14,0.13,0.17,0.14,0.18,0.20,0.24,0.21,0.24,0.22,0.15,0.16,0.20,0.19,0.18,0.24,0.16,0.25,0.27,0.35,0.33,0.29,0.18,0.41,0.48,0.38,0.37,0.42,0.44,0.49,0.54,0.52,0.57,0.43,0.70,0.97,
537.00,0.16,0.13,0.09,0.17,0.18,0.13,0.15,0.14,0.13,0.09,0.15,0.17,0.13,0.10,0.16,0.10,0.18,0.20,0.25,0.21,0.24,0.19,0.13,0.16,0.20,0.18,0.22,0.26,0.17,0.25,0.25,0.37,0.35,0.28,0.18,0.40,0.46,0.39,0.35,0.40,0.45,0.47,0.53,0.54,0.55,0.46,0.69,0.96,
538.00,0.15,0.10,0.09,0.16,0.15,0.14,0.14,0.15,0.11,0.10,0.17,0.15,0.12,0.09,0.13,0.11,0.18,0.18,0.26,0.23,0.23,0.15,0.16,0.18,0.18,0.18,0.21,0.23,0.17,0.27,0.23,0.35,0.33,0.30,0.22,0.39,0.45,0.39,0.29,0.43,0.44,0.46,0.53,0.58,0.54,0.47,0.67,0.94,
539.00,0.13,0.08,0.10,0.15,0.13,0.17,0.18,0.13,0.09,0.14,0.19,0.17,0.14,0.11,0.12,0.12,0.17,0.14,0.23,0.24,0.24,0.13,0.19,0.13,0.18,0.19,0.19,0.22,0.20,0.29,0.24,0.37,0.29,0.33,0.25,0.39,0.48,0.43,0.30,0.40,0.46,0.46,0.52,0.61,0.52,0.44,0.66,0.91,
540.00,0.17,0.07,0.09,0.13,0.15,0.19,0.17,0.13,0.09,0.14,0.20,0.15,0.13,0.09,0.15,0.13,0.14,0.17,0.24,0.29,0.26,0.12,0.21,0.13,0.19,0.15,0.16,0.23,0.21,0.30,0.24,0.36,0.25,0.28,0.28,0.38,0.48,0.38,0.32,0.38,0.47,0.44,0.52,0.62,0.50,0.44,0.68,0.88,
